Customer_ID,Customer_Name,Gender,Age,Nationality,Booking_ID,Booking_Date,Duration_of_Stay,Room_Type, Room_Rate , Additional_Room_Cost ,Loyalty_Status,Booking_Channel,Economic_Index,Travel_Purpose,Group_Size,Competitor_ID, Competitor_Room_Rate ,Competitor_Occupancy_Rate,Competitor_Promotions,Competitor_Name,Competitor_Rating,Competitor_Pricing_Strategy,Channel_Type,Local_Events,Cancellation
994,Robert Morton,Female,70,Egypt,994,9/20/2014,7,Deluxe," $1,595.61 ", $564.84 ,Yes,Walk-In,5,Leisure,2,1," $3,655.23 ",6.5,Seasonal Discount,Blue Roof Hotel,3,Budget,Online,Sports Event,No
995,Nicole Shaw,Male,50,Ghana,995,9/21/2014,14,Double," $1,076.51 "," $1,424.76 ",No,Walk-In,3,Business,1,1," $1,691.69 ",6.84,Loyalty Offer,Oxford Road,4,Budget,Direct,Sports Event,No
996,Terri Bowman,Female,45,Nigeria,996,9/22/2014,14,Double," $1,528.61 "," $1,032.37 ",Yes,Phone,1,Business,2,2," $3,465.23 ",7.555,Seasonal Discount,Blue Roof Hotel,1,Competitive,Online,None,No
997,Thomas Shields,Male,25,Egypt,997,9/23/2014,10,Suite," $1,249.57 ", $446.95 ,No,Event,1,Other,2,2," $3,896.53 ",6.848,Loyalty Offer,Bahamas Luxury,2,Competitive,Direct,None,No
998,Justin Murphy,Male,38,Zimbabwe,998,9/24/2014,5,Suite, $630.75 , $571.74 ,No,Online Travel Agency,1,Event,2,3," $1,546.78 ",9.778,Event Special,Blue Roof Hotel,1,Competitive,Agent,Sports Event,No
999,Michael Manning,Female,35,South Africa,999,9/25/2014,14,Suite," $1,552.60 ", $644.64 ,No,Event,5,Other,2,1," $2,832.33 ",6.081,Event Special,Luxury Stay,4,Competitive,Third-party,Concert,No
1000,Pamela Harris,Male,28,Ghana,1000,9/26/2014,1,Deluxe," $1,226.84 ", $939.97 ,No,Online Travel Agency,5,Leisure,1,1," $3,900.49 ",8.798,None,Blue Roof Hotel,4,Competitive,Third-party,Sports Event,No
1001,Gary Clark,Male,46,Morocco,1001,9/27/2014,4,Double," $1,444.69 ", $719.90 ,No,Event,1,Event,1,1," $1,079.03 ",7.552,None,Oxford Road,2,Budget,Direct,Sports Event,No
1002,Nancy King,Male,24,Nigeria,1002,9/28/2014,7,Suite," $1,260.24 "," $1,154.69 ",No,Walk-In,4,Event,1,4," $2,996.55 ",8.192,Seasonal Discount,Blue Roof Hotel,3,Budget,Direct,None,No
1003,Sarah Hoffman,Male,46,Egypt,1003,9/29/2014,10,Suite, $907.71 ," $1,049.99 ",No,Walk-In,2,Business,2,1," $1,518.61 ",6.524,Event Special,Oxford Road,2,Budget,Online,Sports Event,No
1004,David Martin,Female,34,Ghana,1004,9/30/2014,3,Double," $1,735.92 "," $1,313.44 ",No,Event,3,Business,2,4," $4,085.89 ",9.871,Loyalty Offer,Bahamas Luxury,1,Budget,Third-party,Festival,Yes
1005,Troy Cunningham,Female,22,Nigeria,1005,10/01/2014,1,Single, $649.34 , $402.49 ,No,Walk-In,2,Business,1,4," $4,050.07 ",8.741,Event Special,Oxford Road,1,Budget,Agent,Festival,No
1006,Steven Carson,Male,23,Uganda,1006,10/02/2014,14,Deluxe," $1,769.76 "," $1,120.66 ",No,Event,2,Other,2,4," $3,041.13 ",6.794,Loyalty Offer,Oxford Road,1,Competitive,Third-party,Sports Event,No
1007,Renee Fuentes,Female,42,Morocco,1007,10/03/2014,10,Double," $1,357.45 ", $555.66 ,No,Event,5,Other,4,1," $2,141.02 ",7.662,Seasonal Discount,Luxury Stay,5,Competitive,Agent,Concert,Yes
1008,Jessica Rogers,Male,62,Nigeria,1008,10/04/2014,4,Single," $2,376.70 ", $802.88 ,No,Walk-In,1,Business,3,1," $3,680.98 ",5.57,Loyalty Offer,Blue Roof Hotel,2,Budget,Online,Concert,No
1009,Kristina Chaney,Male,66,South Africa,1009,10/05/2014,14,Suite," $1,078.46 ", $642.95 ,No,Direct,5,Leisure,1,3," $1,836.07 ",8.694,Event Special,Luxury Stay,1,Premium,Direct,Festival,No
1010,Christopher Maxwell,Male,50,Zimbabwe,1010,10/06/2014,2,Deluxe, $675.88 , $380.18 ,No,Event,5,Business,4,4," $3,823.91 ",9.481,Loyalty Offer,Blue Roof Hotel,4,Competitive,Agent,Concert,No
1011,Mark Sawyer,Male,64,Morocco,1011,10/07/2014,4,Suite," $1,609.55 ", $722.63 ,No,Event,1,Other,3,2," $1,541.50 ",8.345,Event Special,Luxury Stay,3,Competitive,Third-party,Conference,Yes
1012,Desiree Rodriguez,Male,30,Nigeria,1012,10/08/2014,7,Single, $711.86 , $722.00 ,No,Walk-In,5,Leisure,5,2," $1,273.32 ",8.69,Loyalty Offer,Bahamas Luxury,1,Competitive,Direct,None,No
1013,Matthew Marquez,Male,19,Kenya,1013,10/09/2014,14,Suite," $1,519.41 ", $862.09 ,No,Phone,5,Leisure,2,2," $3,345.94 ",5.604,Seasonal Discount,Bahamas Luxury,4,Budget,Direct,Conference,No
1014,Scott Cox,Male,65,Egypt,1014,10/10/2014,5,Deluxe," $1,497.91 ", $412.29 ,No,Direct,5,Other,1,1," $3,451.10 ",8.355,Loyalty Offer,Bahamas Luxury,5,Competitive,Direct,Concert,No
1015,Christopher Miller,Male,30,Nigeria,1015,10/11/2014,7,Suite, $705.35 ," $1,446.97 ",No,Event,2,Leisure,1,2," $1,898.91 ",6.482,Loyalty Offer,Bahamas Luxury,5,Competitive,Agent,Conference,No
1016,Alexis Ford,Male,43,Egypt,1016,10/12/2014,1,Suite," $1,030.66 ", $547.81 ,No,Walk-In,1,Other,2,3," $1,677.01 ",8.928,Seasonal Discount,Blue Roof Hotel,4,Premium,Agent,Conference,No
1017,Elizabeth Ramirez,Male,18,Egypt,1017,10/13/2014,14,Deluxe," $1,324.31 ", $815.75 ,No,Event,1,Other,2,2," $4,231.41 ",7.562,None,Luxury Stay,4,Premium,Online,Conference,No
1018,Julia Garcia,Female,23,South Africa,1018,10/14/2014,3,Double, $500.00 , $870.83 ,Yes,Online Travel Agency,3,Other,1,3," $1,001.47 ",8.595,Loyalty Offer,Blue Roof Hotel,5,Premium,Direct,Sports Event,No
1019,Angela Lee,Male,30,Morocco,1019,10/15/2014,5,Suite," $1,703.63 ", $577.89 ,No,Walk-In,4,Event,1,3," $2,989.12 ",6.385,Seasonal Discount,Oxford Road,1,Budget,Agent,Festival,No
1020,Michelle Caldwell,Male,48,Tanzania,1020,10/16/2014,2,Deluxe," $1,396.93 ", $539.88 ,No,Event,2,Leisure,1,1," $3,771.10 ",9.521,Loyalty Offer,Blue Roof Hotel,5,Budget,Direct,Conference,No
1021,Richard Salas,Female,58,South Africa,1021,10/17/2014,4,Suite, $874.31 , $980.32 ,Yes,Walk-In,5,Business,2,3," $4,341.99 ",6.35,None,Blue Roof Hotel,1,Competitive,Third-party,Concert,No
1022,Christina Wilcox,Male,35,Morocco,1022,10/18/2014,1,Suite," $1,419.78 ", $602.92 ,No,Online Travel Agency,5,Leisure,2,3," $3,546.56 ",6.003,None,Luxury Stay,4,Competitive,Online,Conference,No
1023,Cynthia Cantrell,Male,46,Ghana,1023,10/19/2014,10,Double, $994.22 , $495.43 ,No,Online Travel Agency,3,Leisure,1,3," $3,795.51 ",6.283,None,Bahamas Luxury,3,Premium,Online,Concert,No
1024,Margaret Wilson,Male,70,Zimbabwe,1024,10/20/2014,2,Double," $1,330.45 ", $797.48 ,No,Phone,3,Other,1,1," $4,229.49 ",9.433,None,Oxford Road,5,Premium,Online,Conference,No
1025,Joann Stephens,Female,46,Tanzania,1025,10/21/2014,3,Single," $1,296.98 ", $718.77 ,No,Phone,5,Business,2,2," $2,443.44 ",6.905,Seasonal Discount,Bahamas Luxury,2,Budget,Agent,Sports Event,No
1026,Eric Kim,Female,29,Algeria,1026,10/22/2014,14,Single," $1,413.49 "," $1,091.03 ",No,Walk-In,1,Other,1,4," $1,046.82 ",5.17,Loyalty Offer,Blue Roof Hotel,4,Premium,Third-party,Sports Event,No
1027,Vincent Powell,Male,47,Egypt,1027,10/23/2014,5,Suite," $1,670.28 ", $894.48 ,No,Phone,1,Other,1,1," $1,711.92 ",6.05,Seasonal Discount,Bahamas Luxury,5,Budget,Direct,None,No
1028,Sally Thompson,Male,19,Nigeria,1028,10/24/2014,1,Deluxe," $1,595.98 ", $821.82 ,No,Phone,4,Business,2,3," $4,483.19 ",8.499,Seasonal Discount,Bahamas Luxury,5,Competitive,Direct,Festival,No
1029,Ashley Horton,Female,58,Zimbabwe,1029,10/25/2014,2,Single," $2,190.90 ", $877.10 ,Yes,Event,1,Leisure,1,2," $1,494.83 ",5.257,None,Bahamas Luxury,1,Competitive,Online,Sports Event,No
1030,Thomas Knox,Female,18,Nigeria,1030,10/26/2014,3,Suite," $1,081.03 "," $1,597.66 ",Yes,Walk-In,1,Event,2,4," $1,701.09 ",5.518,Loyalty Offer,Oxford Road,5,Competitive,Direct,Concert,No
1031,Angela Morris,Male,62,Egypt,1031,10/27/2014,4,Deluxe," $1,897.77 "," $1,377.05 ",Yes,Direct,2,Event,1,1," $2,293.26 ",6.373,Seasonal Discount,Blue Roof Hotel,4,Budget,Online,Concert,Yes
1032,Timothy Lawrence,Male,68,Nigeria,1032,10/28/2014,3,Single, $500.00 , $660.41 ,No,Online Travel Agency,2,Other,1,1," $4,032.30 ",8.082,Loyalty Offer,Luxury Stay,4,Premium,Agent,Concert,No
1033,Christopher Ramsey,Male,45,Zimbabwe,1033,10/29/2014,5,Deluxe, $955.21 , $445.58 ,No,Walk-In,3,Other,5,4," $3,738.63 ",5.002,Seasonal Discount,Luxury Stay,4,Premium,Direct,Festival,Yes
1034,Ryan Robbins,Male,33,Zimbabwe,1034,10/30/2014,2,Single," $1,436.28 "," $1,109.60 ",No,Event,1,Leisure,1,1," $2,988.74 ",9.161,Event Special,Oxford Road,4,Budget,Direct,Concert,No
1035,James Taylor,Male,61,Ghana,1035,10/31/2014,3,Deluxe," $1,049.97 ", $873.54 ,No,Walk-In,3,Leisure,2,4," $2,653.24 ",5.606,None,Bahamas Luxury,4,Budget,Third-party,Conference,No
1036,Cameron Johnson,Male,70,Kenya,1036,11/01/2014,1,Suite," $1,490.72 ", $440.05 ,No,Event,5,Event,5,1," $3,345.66 ",6.136,Seasonal Discount,Blue Roof Hotel,5,Competitive,Direct,None,No
1037,Eric Wright,Male,34,South Africa,1037,11/02/2014,5,Single," $1,351.44 "," $1,038.33 ",No,Phone,3,Business,5,1," $1,431.98 ",9.405,None,Oxford Road,3,Competitive,Online,Sports Event,No
1038,Andre Smith,Male,44,South Africa,1038,11/03/2014,1,Suite, $803.31 ," $1,097.45 ",No,Event,1,Business,2,4," $2,972.00 ",9.849,Event Special,Bahamas Luxury,3,Competitive,Third-party,None,No
1039,Paul Morton,Male,31,Nigeria,1039,11/04/2014,3,Deluxe, $500.00 ," $1,399.54 ",No,Walk-In,1,Other,2,2," $2,651.87 ",6.561,None,Blue Roof Hotel,5,Budget,Third-party,Concert,No
1040,Marc Warren,Male,43,Morocco,1040,11/05/2014,3,Suite," $1,286.68 ", $687.57 ,Yes,Walk-In,2,Leisure,5,2," $2,935.83 ",7.885,None,Bahamas Luxury,1,Budget,Agent,Festival,No
1041,Emily Hanson,Male,59,Nigeria,1041,11/06/2014,5,Deluxe," $1,772.06 ", $569.52 ,No,Direct,4,Event,5,4," $3,781.01 ",8.858,Seasonal Discount,Blue Roof Hotel,2,Premium,Agent,Concert,No
1042,Mark Jackson,Male,41,Kenya,1042,11/07/2014,5,Single," $1,542.06 "," $1,387.12 ",No,Phone,4,Leisure,2,4," $3,207.48 ",8.677,None,Oxford Road,5,Budget,Online,Concert,No
1043,Adam Smith,Female,25,Ghana,1043,11/08/2014,4,Deluxe, $966.79 , $869.07 ,No,Online Travel Agency,3,Other,1,2," $4,188.00 ",6.511,Event Special,Bahamas Luxury,2,Competitive,Third-party,Festival,No
1044,Breanna Meyers,Male,37,Ghana,1044,11/09/2014,3,Suite," $1,061.66 ", $717.96 ,No,Online Travel Agency,5,Event,2,1," $3,026.28 ",5.111,None,Luxury Stay,4,Competitive,Online,None,Yes
1045,Cynthia Adams,Male,56,Nigeria,1045,11/10/2014,7,Single, $500.00 , $960.43 ,No,Walk-In,3,Event,3,2," $1,765.96 ",5.08,None,Oxford Road,4,Budget,Online,Festival,No
1046,Thomas Griffin,Male,19,Egypt,1046,11/11/2014,7,Single," $1,234.64 ", $762.50 ,No,Online Travel Agency,2,Leisure,3,4," $2,263.08 ",5.579,Seasonal Discount,Blue Roof Hotel,1,Competitive,Direct,None,No
1047,Morgan Moore,Male,61,Ghana,1047,11/12/2014,10,Single," $1,171.72 ", $801.47 ,No,Online Travel Agency,3,Business,2,2," $2,149.68 ",7.759,Event Special,Blue Roof Hotel,3,Premium,Agent,Conference,No
1048,Joel Munoz,Male,58,Algeria,1048,11/13/2014,3,Double, $500.00 , $578.00 ,Yes,Phone,4,Business,1,1," $3,381.65 ",9.772,Seasonal Discount,Bahamas Luxury,3,Premium,Third-party,None,No
1049,Ethan Watson,Male,22,Egypt,1049,11/14/2014,1,Single, $775.88 , $651.05 ,No,Event,4,Leisure,2,1," $3,259.73 ",9.764,Event Special,Oxford Road,5,Competitive,Direct,Conference,No
1050,Michael Deleon,Male,33,Zimbabwe,1050,11/15/2014,7,Double," $1,175.46 ", $714.05 ,Yes,Direct,2,Other,1,1," $1,813.86 ",7.434,Loyalty Offer,Bahamas Luxury,2,Budget,Online,Sports Event,Yes
1051,Stephen Stevenson,Male,39,South Africa,1051,11/16/2014,4,Suite," $1,021.50 ", $742.68 ,Yes,Online Travel Agency,1,Leisure,2,1," $4,230.46 ",7.47,None,Blue Roof Hotel,2,Premium,Agent,Concert,No
1052,Charlene Orozco,Male,37,Nigeria,1052,11/17/2014,14,Deluxe," $1,462.46 ", $804.78 ,Yes,Direct,1,Other,1,4, $972.08 ,5.178,None,Luxury Stay,2,Competitive,Agent,Concert,No
1053,April Russell,Male,46,Egypt,1053,11/18/2014,1,Deluxe, $981.93 , $728.21 ,No,Event,3,Other,3,4," $4,031.66 ",5.136,Event Special,Luxury Stay,1,Premium,Agent,Concert,No
1054,Theresa Hughes,Female,51,South Africa,1054,11/19/2014,3,Suite," $1,153.74 ", $368.36 ,No,Event,4,Event,2,2," $2,303.42 ",5.641,None,Blue Roof Hotel,1,Budget,Direct,None,No
1055,Karen Wyatt,Male,28,Algeria,1055,11/20/2014,1,Double," $1,651.66 "," $1,069.09 ",No,Walk-In,3,Other,4,1," $4,323.25 ",5.51,None,Oxford Road,5,Budget,Third-party,None,No
1056,Patrick Cisneros,Male,42,South Africa,1056,11/21/2014,2,Double, $996.53 , $686.02 ,No,Walk-In,5,Leisure,1,3," $4,082.23 ",7.753,None,Bahamas Luxury,4,Premium,Agent,None,No
1057,Emily King,Male,43,Kenya,1057,11/22/2014,5,Deluxe," $1,669.59 ", $506.56 ,No,Walk-In,1,Event,3,2," $2,981.50 ",7.182,Loyalty Offer,Luxury Stay,1,Budget,Agent,Concert,Yes
1058,Kayla Miller,Male,25,Tanzania,1058,11/23/2014,1,Suite," $1,304.69 ", $446.78 ,No,Online Travel Agency,1,Leisure,1,2," $1,183.04 ",5.076,None,Bahamas Luxury,4,Competitive,Third-party,Festival,No
1059,Dean Collins,Male,38,Ghana,1059,11/24/2014,1,Double," $1,410.66 ", $391.92 ,Yes,Online Travel Agency,3,Other,3,3," $3,464.47 ",7.95,Seasonal Discount,Blue Roof Hotel,3,Premium,Third-party,Conference,Yes
1060,David Brewer,Male,53,Morocco,1060,11/25/2014,3,Single, $814.49 ," $1,288.24 ",Yes,Event,4,Leisure,2,2," $3,449.96 ",8.884,None,Bahamas Luxury,2,Premium,Third-party,Concert,No
1061,Dana Blackwell,Male,41,Ghana,1061,11/26/2014,7,Suite, $884.84 ," $1,142.43 ",No,Phone,3,Leisure,3,4," $3,156.19 ",7.9,Loyalty Offer,Luxury Stay,1,Competitive,Agent,Festival,No
1062,Dean Patterson,Male,32,Egypt,1062,11/27/2014,4,Suite," $1,696.70 ", $899.85 ,Yes,Event,4,Leisure,1,2," $1,762.47 ",5.003,Loyalty Offer,Bahamas Luxury,3,Competitive,Online,None,No
1063,Emily Obrien,Female,33,Nigeria,1063,11/28/2014,7,Single," $1,329.98 ", $807.93 ,No,Walk-In,4,Event,1,2," $3,252.31 ",8.231,Loyalty Offer,Oxford Road,3,Premium,Online,None,No
1064,Stephanie Wallace,Male,22,Nigeria,1064,11/29/2014,1,Suite, $993.02 ," $1,248.68 ",No,Walk-In,4,Event,2,3," $1,488.23 ",9.843,Event Special,Oxford Road,1,Premium,Agent,Conference,No
1065,William Murphy,Female,61,Egypt,1065,11/30/2014,2,Single, $500.00 , $506.95 ,No,Direct,3,Business,2,1," $3,518.05 ",9.459,None,Bahamas Luxury,4,Competitive,Agent,None,Yes
1066,Ashley Roberts,Male,54,Nigeria,1066,12/01/2014,3,Double," $1,946.42 ", $545.13 ,Yes,Walk-In,2,Event,1,4," $2,967.95 ",9.522,Event Special,Blue Roof Hotel,2,Competitive,Third-party,Concert,Yes
1067,Jason Clark,Female,48,Nigeria,1067,12/02/2014,14,Double," $1,189.44 ", $706.44 ,No,Phone,5,Business,2,3, $815.66 ,9.813,Event Special,Luxury Stay,2,Premium,Online,Conference,No
1068,Alyssa Mccarty,Male,50,Zimbabwe,1068,12/03/2014,4,Single," $1,702.03 "," $1,577.62 ",No,Direct,3,Leisure,1,1," $2,819.90 ",8.983,None,Bahamas Luxury,4,Premium,Direct,None,No
1069,Brittany Smith,Male,57,Algeria,1069,12/04/2014,14,Single," $1,609.15 "," $1,221.69 ",No,Direct,4,Other,2,4," $1,837.39 ",6.812,None,Bahamas Luxury,2,Premium,Online,Sports Event,Yes
1070,Thomas Mcintosh,Male,60,Nigeria,1070,12/05/2014,1,Suite, $862.34 , $788.54 ,No,Phone,3,Other,2,3," $2,827.65 ",9.928,Event Special,Bahamas Luxury,2,Competitive,Third-party,Festival,No
1071,Natasha Myers,Male,39,Nigeria,1071,12/06/2014,10,Deluxe, $828.75 ," $1,079.66 ",Yes,Phone,5,Event,1,4," $3,092.71 ",7.593,None,Blue Roof Hotel,4,Premium,Direct,Sports Event,No
1072,Carrie Orr,Male,69,Zimbabwe,1072,12/07/2014,5,Double, $818.07 , $640.95 ,No,Phone,3,Business,1,4," $3,148.63 ",7.609,Event Special,Luxury Stay,4,Competitive,Direct,Sports Event,No
1073,Tiffany Allen,Male,19,South Africa,1073,12/08/2014,5,Double," $1,118.49 ", $951.37 ,Yes,Online Travel Agency,1,Event,2,2," $1,039.74 ",5.992,Seasonal Discount,Oxford Road,3,Premium,Direct,Festival,No
1074,Ricky Andersen,Male,68,Nigeria,1074,12/09/2014,10,Single," $1,140.14 ", $605.49 ,No,Phone,2,Leisure,1,2," $1,650.56 ",7.681,Loyalty Offer,Blue Roof Hotel,1,Premium,Online,Sports Event,No
1075,Gavin White,Female,41,Ghana,1075,12/10/2014,5,Double," $1,451.61 "," $1,116.03 ",No,Phone,1,Leisure,2,2," $3,748.15 ",6.411,Seasonal Discount,Oxford Road,2,Premium,Direct,Conference,No
1076,Anthony Bradley,Male,18,Nigeria,1076,12/11/2014,14,Single," $1,578.10 ", $988.12 ,No,Event,1,Leisure,2,4," $1,110.46 ",6.357,Loyalty Offer,Oxford Road,3,Budget,Third-party,Concert,Yes
1077,Douglas Blair,Male,32,South Africa,1077,12/12/2014,14,Single," $1,785.20 "," $1,373.65 ",No,Direct,3,Event,1,3," $3,930.05 ",9.302,Event Special,Bahamas Luxury,4,Premium,Online,Conference,Yes
1078,Yvonne Morrison,Male,45,Zimbabwe,1078,12/13/2014,3,Single, $896.23 , $845.55 ,No,Phone,5,Business,2,4," $3,510.86 ",9.78,Event Special,Oxford Road,1,Budget,Agent,None,No
1079,Travis Sutton,Male,70,Ghana,1079,12/14/2014,14,Double," $1,183.69 ", $726.86 ,Yes,Online Travel Agency,5,Leisure,2,2," $1,055.91 ",8.388,Loyalty Offer,Luxury Stay,5,Premium,Direct,Festival,No
1080,Peter Camacho,Female,31,Morocco,1080,12/15/2014,5,Suite," $1,422.84 "," $1,277.56 ",No,Event,4,Event,1,1," $2,583.57 ",6.943,None,Luxury Stay,1,Premium,Agent,Festival,Yes
1081,Richard Lyons,Female,55,Egypt,1081,12/16/2014,4,Double," $2,434.89 ", $585.71 ,Yes,Phone,1,Business,1,3," $1,559.82 ",6.523,None,Luxury Stay,5,Premium,Third-party,Conference,No
1082,Stephanie Moore,Male,70,Tanzania,1082,12/17/2014,3,Suite, $702.20 , $593.91 ,No,Event,2,Event,1,2," $1,384.16 ",9.278,Loyalty Offer,Luxury Stay,4,Budget,Online,None,No
1083,Laura Thomas,Female,52,Nigeria,1083,12/18/2014,2,Suite, $840.42 ," $1,171.67 ",No,Direct,1,Other,1,1," $2,639.18 ",8.455,None,Oxford Road,3,Premium,Online,Festival,No
1084,Bobby Young,Male,30,Zimbabwe,1084,12/19/2014,2,Double, $866.90 , $583.77 ,Yes,Phone,1,Leisure,3,4," $1,720.26 ",5.887,Loyalty Offer,Oxford Road,4,Premium,Direct,Concert,No
1085,Jennifer Jordan,Male,20,Algeria,1085,12/20/2014,5,Double," $1,297.37 ", $914.29 ,Yes,Walk-In,5,Event,1,3," $4,275.76 ",7.42,None,Blue Roof Hotel,2,Competitive,Online,Sports Event,No
1086,Hannah Blake PhD,Male,68,Morocco,1086,12/21/2014,7,Double, $500.00 , $554.60 ,No,Direct,4,Event,1,1," $2,048.93 ",7.881,None,Bahamas Luxury,3,Premium,Agent,Concert,No
1087,Yolanda Spencer,Male,51,Nigeria,1087,12/22/2014,14,Suite," $1,459.23 ", $831.76 ,No,Walk-In,5,Business,2,4," $1,266.70 ",7.596,Loyalty Offer,Blue Roof Hotel,2,Premium,Online,Conference,No
1088,Willie Maddox,Male,32,Ghana,1088,12/23/2014,10,Single, $536.39 , $645.20 ,No,Walk-In,3,Other,1,3," $1,790.38 ",6,Seasonal Discount,Luxury Stay,5,Premium,Online,Conference,Yes
1089,Andrew Brown,Female,35,Zimbabwe,1089,12/24/2014,14,Single," $1,495.15 ", $678.70 ,No,Direct,3,Business,2,1," $1,619.81 ",6.584,Event Special,Bahamas Luxury,3,Budget,Third-party,Concert,No
1090,Jennifer Hancock,Male,59,Morocco,1090,12/25/2014,10,Suite," $1,621.59 "," $1,204.27 ",No,Online Travel Agency,4,Leisure,5,4," $3,693.72 ",7.814,None,Blue Roof Hotel,1,Competitive,Direct,Conference,No
1091,Kenneth Ellis,Female,62,Kenya,1091,12/26/2014,3,Double," $1,356.42 ", $427.25 ,No,Online Travel Agency,1,Business,2,2," $1,582.24 ",8.394,None,Bahamas Luxury,2,Premium,Third-party,None,Yes
1092,Kevin Gonzalez,Female,25,Nigeria,1092,12/27/2014,10,Double, $812.35 , $599.78 ,Yes,Walk-In,4,Event,1,3," $1,471.17 ",6.589,None,Oxford Road,4,Competitive,Agent,Concert,No
1093,Jose Todd,Male,45,Tanzania,1093,12/28/2014,14,Deluxe," $1,770.36 ", $767.88 ,Yes,Event,1,Leisure,4,2," $2,732.67 ",5.312,Seasonal Discount,Luxury Stay,2,Competitive,Agent,Concert,No
1094,George Norman,Female,41,Uganda,1094,12/29/2014,5,Suite," $1,124.79 "," $1,149.12 ",Yes,Event,5,Event,1,2," $2,599.83 ",7.307,None,Bahamas Luxury,1,Competitive,Online,None,No
1095,Maxwell Brown,Female,53,Nigeria,1095,12/30/2014,10,Deluxe," $1,344.58 ", $991.91 ,No,Phone,5,Leisure,2,1," $1,916.17 ",8.962,Seasonal Discount,Bahamas Luxury,2,Premium,Third-party,Sports Event,No
1096,Jason Griffith,Male,65,Tanzania,1096,12/31/2014,5,Suite," $1,451.85 "," $1,210.21 ",Yes,Online Travel Agency,3,Leisure,2,3," $1,354.64 ",6.755,Event Special,Blue Roof Hotel,3,Competitive,Agent,Festival,No
1097,Douglas Gomez,Female,19,Nigeria,1097,01/01/2015,7,Deluxe, $500.00 , $726.30 ,No,Direct,1,Business,2,3," $4,087.03 ",5.978,None,Bahamas Luxury,5,Competitive,Third-party,None,No
1098,Travis Butler,Male,25,Zimbabwe,1098,01/02/2015,2,Deluxe," $1,149.39 ", $720.86 ,No,Event,2,Leisure,2,1," $2,083.60 ",9.475,Event Special,Bahamas Luxury,4,Budget,Online,Sports Event,Yes
1099,Katherine Nguyen,Male,29,Morocco,1099,01/03/2015,7,Double, $775.04 , $994.28 ,Yes,Phone,3,Business,1,3," $2,919.10 ",5.178,Seasonal Discount,Luxury Stay,1,Competitive,Direct,Sports Event,Yes
1100,Rick Scott,Male,57,Morocco,1100,01/04/2015,2,Suite, $500.00 , $671.03 ,No,Direct,1,Leisure,2,4," $1,588.95 ",6.098,Event Special,Blue Roof Hotel,3,Budget,Online,Festival,No
1101,Anthony Robinson,Male,28,Kenya,1101,01/05/2015,3,Double, $740.20 ," $1,017.26 ",Yes,Walk-In,3,Event,1,2," $1,813.18 ",5.076,Loyalty Offer,Oxford Road,1,Premium,Third-party,Conference,Yes
1102,Tammie Johnson,Female,26,Zimbabwe,1102,01/06/2015,10,Deluxe, $769.34 , $701.65 ,No,Walk-In,4,Business,1,4," $2,590.24 ",8.43,Seasonal Discount,Oxford Road,2,Budget,Third-party,Sports Event,No
1103,Krystal Martin,Male,32,South Africa,1103,01/07/2015,5,Single," $1,649.09 "," $1,229.60 ",No,Online Travel Agency,1,Leisure,1,2," $2,238.37 ",9.798,Seasonal Discount,Blue Roof Hotel,5,Budget,Direct,Conference,No
1104,Krystal Donovan,Female,47,Algeria,1104,01/08/2015,3,Double," $1,407.20 "," $1,067.62 ",No,Direct,3,Leisure,1,4," $2,194.79 ",9.928,Loyalty Offer,Oxford Road,2,Premium,Online,None,No
1105,John Jefferson,Male,49,Zimbabwe,1105,01/09/2015,14,Single," $1,579.53 "," $1,429.10 ",Yes,Phone,4,Event,1,1," $2,880.39 ",7.745,Loyalty Offer,Oxford Road,1,Premium,Third-party,None,No
1106,Heather Neal,Male,44,Tanzania,1106,01/10/2015,4,Deluxe," $1,660.87 ", $593.71 ,No,Direct,5,Leisure,1,1," $3,422.14 ",9.149,Loyalty Offer,Blue Roof Hotel,1,Competitive,Direct,Concert,No
1107,Matthew Roberts,Male,69,Morocco,1107,01/11/2015,4,Double," $1,605.17 ", $908.64 ,Yes,Phone,3,Leisure,2,4, $894.72 ,9.14,None,Blue Roof Hotel,5,Budget,Direct,Festival,Yes
1108,Frank Hart,Male,59,Nigeria,1108,01/12/2015,7,Double," $1,438.97 ", $760.46 ,Yes,Direct,3,Event,1,2," $1,103.19 ",6.036,Loyalty Offer,Luxury Stay,3,Competitive,Agent,Conference,Yes
1109,Larry Austin,Female,34,Egypt,1109,1/13/2015,1,Double, $909.48 , $814.55 ,No,Walk-In,3,Event,2,4," $2,166.25 ",7.592,Event Special,Luxury Stay,5,Premium,Online,Concert,No
1110,Phillip Mayer,Male,59,Egypt,1110,1/14/2015,14,Double," $1,378.03 "," $1,226.53 ",No,Event,3,Business,2,4," $1,727.54 ",6.423,None,Bahamas Luxury,1,Competitive,Agent,Sports Event,No
1111,Duane Robinson,Male,63,Nigeria,1111,1/15/2015,2,Single, $849.67 , $935.69 ,Yes,Phone,3,Leisure,2,1," $4,097.65 ",8.868,Loyalty Offer,Bahamas Luxury,1,Premium,Online,Concert,No
1112,David Salinas,Male,49,Egypt,1112,1/16/2015,3,Single," $1,330.73 ", $496.21 ,No,Phone,5,Other,1,2," $4,090.14 ",8.856,None,Blue Roof Hotel,4,Budget,Agent,Conference,No
